ApplNo,Form,Dosage,drugname,activeingred
21249,"TABLET, EXTENDED RELEASE; ORAL",40MG;1GM,ADVICOR,LOVASTATIN; NIACIN
21251,SOLUTION; ORAL,80MG/ML;20MG/ML,KALETRA,LOPINAVIR; RITONAVIR
21252,SUPPOSITORY; RECTAL,500MG,CANASA,MESALAMINE
21252,SUPPOSITORY; RECTAL,1GM,CANASA,MESALAMINE
21253,INJECTABLE; INTRAMUSCULAR,10MG/VIAL,ZYPREXA,OLANZAPINE
21254,"AEROSOL, METERED; INHALATION",0.045MG/INH;EQ 0.021MG BASE/INH,ADVAIR HFA,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE
21254,"AEROSOL, METERED; INHALATION",0.115MG/INH;EQ 0.021MG BASE/INH,ADVAIR HFA,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE
21254,"AEROSOL, METERED; INHALATION",0.23MG/INH;EQ 0.021MG BASE/INH,ADVAIR HFA,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE
21256,FOR SOLUTION; INTRAVENOUS,16MCG/VIAL,CHIRHOSTIM,SECRETIN SYNTHETIC HUMAN
21256,FOR SOLUTION; INTRAVENOUS,40MCG/VIAL,CHIRHOSTIM,SECRETIN SYNTHETIC HUMAN
21257,SOLUTION/DROPS; OPHTHALMIC,0.00%,TRAVATAN,TRAVOPROST
21258,"FILM, EXTENDED RELEASE; TRANSDERMAL",0.045MG/24HR;0.015MG/24HR,CLIMARA PRO,ESTRADIOL; LEVONORGESTREL
21259,"CAPSULE, EXTENDED RELEASE; ORAL",20MG,METADATE CD,METHYLPHENIDATE HYDROCHLORIDE
21259,"CAPSULE, EXTENDED RELEASE; ORAL",30MG,METADATE CD,METHYLPHENIDATE HYDROCHLORIDE
21259,"CAPSULE, EXTENDED RELEASE; ORAL",10MG,METADATE CD,METHYLPHENIDATE HYDROCHLORIDE
21259,"CAPSULE, EXTENDED RELEASE; ORAL",40MG,METADATE CD,METHYLPHENIDATE HYDROCHLORIDE
21259,"CAPSULE, EXTENDED RELEASE; ORAL",50MG,METADATE CD,METHYLPHENIDATE HYDROCHLORIDE
21259,"CAPSULE, EXTENDED RELEASE; ORAL",60MG,METADATE CD,METHYLPHENIDATE HYDROCHLORIDE
21260,"CAPSULE, EXTENDED RELEASE; ORAL",30MG,AVINZA,MORPHINE SULFATE
21260,"CAPSULE, EXTENDED RELEASE; ORAL",60MG,AVINZA,MORPHINE SULFATE
21260,"CAPSULE, EXTENDED RELEASE; ORAL",90MG,AVINZA,MORPHINE SULFATE
21260,"CAPSULE, EXTENDED RELEASE; ORAL",120MG,AVINZA,MORPHINE SULFATE
21260,"CAPSULE, EXTENDED RELEASE; ORAL",45MG,AVINZA,MORPHINE SULFATE
21260,"CAPSULE, EXTENDED RELEASE; ORAL",75MG,AVINZA,MORPHINE SULFATE
21261,"CREAM; TOPICAL, VAGINAL","2%,4%",MONISTAT 3 COMBINATION PACK (PREFILLED),MICONAZOLE NITRATE
21261,"CREAM; TOPICAL, VAGINAL","2%,4%",MONISTAT 3 COMBINATION PACK,MICONAZOLE NITRATE
21262,SOLUTION/DROPS; OPHTHALMIC,0.15%,ALPHAGAN P,BRIMONIDINE TARTRATE
21264,INJECTABLE; SUBCUTANEOUS,20MG/2ML (10MG/ML),APOKYN,APOMORPHINE HYDROCHLORIDE
21264,INJECTABLE; SUBCUTANEOUS,30MG/3ML (10MG/ML),APOKYN,APOMORPHINE HYDROCHLORIDE
21265,INJECTABLE; IV (INFUSION),"80MG/VIAL;0.02MG/VIAL;400 IU/VIAL;0.001MG/VIAL;5MG/VIAL;0.14MG/VIAL;17MG/VIAL;1MG/VIAL;1.4MG/VIAL;1.2MG/VIAL;7 IU/VIAL;2,300 IU/VIAL;0.2MG/VIAL",INFUVITE PEDIATRIC,ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K
21266,TABLET; ORAL,50MG,VFEND,VORICONAZOLE
21266,TABLET; ORAL,200MG,VFEND,VORICONAZOLE
21267,INJECTABLE; IV (INFUSION),200MG/VIAL,VFEND,VORICONAZOLE
21268,TABLET; ORAL,600MG;12.5MG,TEVETEN HCT,EPROSARTAN MESYLATE; HYDROCHLOROTHIAZIDE
21268,TABLET; ORAL,600MG;25MG,TEVETEN HCT,EPROSARTAN MESYLATE; HYDROCHLOROTHIAZIDE
21269,"TABLET, EXTENDED RELEASE; ORAL",EQ 4MG BASE,CARDURA XL,DOXAZOSIN MESYLATE
21269,"TABLET, EXTENDED RELEASE; ORAL",EQ 8MG BASE,CARDURA XL,DOXAZOSIN MESYLATE
21271,INJECTABLE; SUBCUTANEOUS,15MG/VIAL,IPRIVASK,DESIRUDIN RECOMBINANT
21272,INJECTABLE; IV (INFUSION)-SC,1MG/ML,REMODULIN,TREPROSTINIL SODIUM
21272,INJECTABLE; IV (INFUSION)-SC,2.5MG/ML,REMODULIN,TREPROSTINIL SODIUM
21272,INJECTABLE; IV (INFUSION)-SC,5MG/ML,REMODULIN,TREPROSTINIL SODIUM
21272,INJECTABLE; IV (INFUSION)-SC,10MG/ML,REMODULIN,TREPROSTINIL SODIUM
21273,INJECTABLE; SUBCUTANEOUS,75 IU/0.5ML,FOLLISTIM AQ,FOLLITROPIN ALFA/BETA
21273,INJECTABLE; SUBCUTANEOUS,150 IU/0.5ML,FOLLISTIM AQ,FOLLITROPIN ALFA/BETA
21275,SOLUTION/DROPS; OPHTHALMIC,0.03%,LUMIGAN,BIMATOPROST
21277,INJECTABLE; IV (INFUSION),160MG/100ML,AVELOX IN SODIUM CHLORIDE 0.8% IN PLASTIC CONTAINER,MOXIFLOXACIN HYDROCHLORIDE
21278,TABLET; ORAL,2.5MG,FOCALIN,DEXMETHYLPHENIDATE HYDROCHLORIDE
21278,TABLET; ORAL,5MG,FOCALIN,DEXMETHYLPHENIDATE HYDROCHLORIDE
21278,TABLET; ORAL,10MG,FOCALIN,DEXMETHYLPHENIDATE HYDROCHLORIDE
21279,POWDER; INHALATION,0.012MG/INH,FORADIL,FORMOTEROL FUMARATE
21281,"FOR SUSPENSION, DELAYED RELEASE; ORAL",15MG/PACKET,PREVACID,LANSOPRAZOLE
21281,"FOR SUSPENSION, DELAYED RELEASE; ORAL",30MG/PACKET,PREVACID,LANSOPRAZOLE
21282,"TABLET, EXTENDED RELEASE; ORAL",600MG,MUCINEX,GUAIFENESIN
21282,"TABLET, EXTENDED RELEASE; ORAL",1.2GM,MUCINEX,GUAIFENESIN
21283,TABLET; ORAL,80MG,DIOVAN,VALSARTAN
21283,TABLET; ORAL,160MG,DIOVAN,VALSARTAN
21283,TABLET; ORAL,320MG,DIOVAN,VALSARTAN
21283,TABLET; ORAL,40MG,DIOVAN,VALSARTAN
21284,"CAPSULE, EXTENDED RELEASE; ORAL",20MG,RITALIN LA,METHYLPHENIDATE HYDROCHLORIDE
21284,"CAPSULE, EXTENDED RELEASE; ORAL",30MG,RITALIN LA,METHYLPHENIDATE HYDROCHLORIDE
21284,"CAPSULE, EXTENDED RELEASE; ORAL",40MG,RITALIN LA,METHYLPHENIDATE HYDROCHLORIDE
21284,"CAPSULE, EXTENDED RELEASE; ORAL",10MG,RITALIN LA,METHYLPHENIDATE HYDROCHLORIDE
21285,SUSPENSION; ORAL,300MG/5ML,TRILEPTAL,OXCARBAZEPINE
21286,TABLET; ORAL,5MG,BENICAR,OLMESARTAN MEDOXOMIL
21286,TABLET; ORAL,20MG,BENICAR,OLMESARTAN MEDOXOMIL
21286,TABLET; ORAL,40MG,BENICAR,OLMESARTAN MEDOXOMIL
21287,"TABLET, EXTENDED RELEASE; ORAL",10MG,UROXATRAL,ALFUZOSIN HYDROCHLORIDE
21288,INJECTABLE; INTRAMUSCULAR,EQ 11.25MG BASE/VIAL,TRELSTAR,TRIPTORELIN PAMOATE
21289,"INJECTABLE; INTRAMUSCULAR, SUBCUTANEOUS",75 IU/VIAL,BRAVELLE,UROFOLLITROPIN
21290,TABLET; ORAL,62.5MG,TRACLEER,BOSENTAN
21290,TABLET; ORAL,125MG,TRACLEER,BOSENTAN
21292,TABLET; ORAL,0.025MG,NOVOTHYROX,LEVOTHYROXINE SODIUM
21292,TABLET; ORAL,0.05MG,NOVOTHYROX,LEVOTHYROXINE SODIUM
21292,TABLET; ORAL,0.075MG,NOVOTHYROX,LEVOTHYROXINE SODIUM
21292,TABLET; ORAL,0.088MG,NOVOTHYROX,LEVOTHYROXINE SODIUM
21292,TABLET; ORAL,0.1MG,NOVOTHYROX,LEVOTHYROXINE SODIUM
21292,TABLET; ORAL,0.112MG,NOVOTHYROX,LEVOTHYROXINE SODIUM
21292,TABLET; ORAL,0.125MG,NOVOTHYROX,LEVOTHYROXINE SODIUM
21292,TABLET; ORAL,0.137MG,NOVOTHYROX,LEVOTHYROXINE SODIUM
21292,TABLET; ORAL,0.15MG,NOVOTHYROX,LEVOTHYROXINE SODIUM
21292,TABLET; ORAL,0.175MG,NOVOTHYROX,LEVOTHYROXINE SODIUM
21292,TABLET; ORAL,0.2MG,NOVOTHYROX,LEVOTHYROXINE SODIUM
21292,TABLET; ORAL,0.3MG,NOVOTHYROX,LEVOTHYROXINE SODIUM
21297,Tablet; Oral,5MG,CLARINEX,DESLORATADINE
21299,TABLET; ORAL,EQ 10MG BASE,PEXEVA,PAROXETINE MESYLATE
21299,TABLET; ORAL,EQ 20MG BASE,PEXEVA,PAROXETINE MESYLATE
21299,TABLET; ORAL,EQ 30MG BASE,PEXEVA,PAROXETINE MESYLATE
21299,TABLET; ORAL,EQ 40MG BASE,PEXEVA,PAROXETINE MESYLATE
21300,SYRUP; ORAL,0.5MG/ML,CLARINEX,DESLORATADINE
21301,TABLET; ORAL,"0.025MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVOXYL,LEVOTHYROXINE SODIUM
21301,TABLET; ORAL,"0.05MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVOXYL,LEVOTHYROXINE SODIUM
21301,TABLET; ORAL,"0.075MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVOXYL,LEVOTHYROXINE SODIUM
21301,TABLET; ORAL,"0.088MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVOXYL,LEVOTHYROXINE SODIUM
21301,TABLET; ORAL,"0.1MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVOXYL,LEVOTHYROXINE SODIUM
21301,TABLET; ORAL,"0.112MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVOXYL,LEVOTHYROXINE SODIUM
21301,TABLET; ORAL,"0.125MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVOXYL,LEVOTHYROXINE SODIUM
21301,TABLET; ORAL,"0.137MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVOXYL,LEVOTHYROXINE SODIUM
21301,TABLET; ORAL,"0.15MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVOXYL,LEVOTHYROXINE SODIUM
21301,TABLET; ORAL,"0.175MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVOXYL,LEVOTHYROXINE SODIUM
21301,TABLET; ORAL,"0.2MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVOXYL,LEVOTHYROXINE SODIUM
21301,TABLET; ORAL,0.3MG,LEVOXYL,LEVOTHYROXINE SODIUM
21302,CREAM; TOPICAL,1%,ELIDEL,PIMECROLIMUS
21303,"CAPSULE, EXTENDED RELEASE; ORAL",2.5MG;2.5MG;2.5MG;2.5MG,ADDERALL XR 10,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
21303,"CAPSULE, EXTENDED RELEASE; ORAL",5MG;5MG;5MG;5MG,ADDERALL XR 20,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
21303,"CAPSULE, EXTENDED RELEASE; ORAL",7.5MG;7.5MG;7.5MG;7.5MG,ADDERALL XR 30,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
21303,"CAPSULE, EXTENDED RELEASE; ORAL",6.25MG;6.25MG;6.25MG;6.25MG,ADDERALL XR 25,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
21303,"CAPSULE, EXTENDED RELEASE; ORAL",1.25MG;1.25MG;1.25MG;1.25MG,ADDERALL XR 5,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
21303,"CAPSULE, EXTENDED RELEASE; ORAL",3.75MG;3.75MG;3.75MG;3.75MG,ADDERALL XR 15,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
21304,TABLET; ORAL,EQ 450MG BASE,VALCYTE,VALGANCICLOVIR HYDROCHLORIDE
21305,SOLUTION; ORAL,1-250mCi/0.25ML,HICON,SODIUM IODIDE I-131
21305,SOLUTION; ORAL,1-500mCi/0.5ML,HICON,SODIUM IODIDE I-131
21305,CAPSULE; ORAL,2-200mCi,SODIUM IODIDE I-131,SODIUM IODIDE I-131
21305,SOLUTION; ORAL,1-1000mCi/ML,HICON,SODIUM IODIDE I-131
21305,CAPSULE; ORAL,9-100mCi,SODIUM IODIDE I-131,SODIUM IODIDE I-131
21306,"FILM, EXTENDED RELEASE; TRANSDERMAL",5MCG/HR,BUTRANS,BUPRENORPHINE
21306,"FILM, EXTENDED RELEASE; TRANSDERMAL",10MCG/HR,BUTRANS,BUPRENORPHINE
21306,"FILM, EXTENDED RELEASE; TRANSDERMAL",20MCG/HR,BUTRANS,BUPRENORPHINE
21307,CREAM; TOPICAL,1%,LOTRIMIN ULTRA,BUTENAFINE HYDROCHLORIDE
21308,"CREAM, SUPPOSITORY; TOPICAL, VAGINAL","2%,1.2GM",MONISTAT 1 COMBINATION PACK,MICONAZOLE NITRATE
21310,"FILM, EXTENDED RELEASE; TRANSDERMAL",N/A,ALORA,ESTRADIOL
21312,"TABLET, ORALLY DISINTEGRATING; ORAL",5MG,CLARINEX,DESLORATADINE
21312,"TABLET, ORALLY DISINTEGRATING; ORAL",2.5MG,CLARINEX,DESLORATADINE
21313,"TABLET, EXTENDED RELEASE; ORAL",2.5MG;120MG,CLARINEX-D 12 HOUR,DESLORATADINE; PSEUDOEPHEDRINE SULFATE
21314,"FOR SOLUTION, TABLET, FOR SOLUTION; ORAL","N/A,4GM;75MG,N/A",IDKIT:HP,CITRIC ACID; UREA C-13
21316,"TABLET, EXTENDED RELEASE; ORAL",10MG,ALTOPREV,LOVASTATIN
21316,"TABLET, EXTENDED RELEASE; ORAL",20MG,ALTOPREV,LOVASTATIN
21316,"TABLET, EXTENDED RELEASE; ORAL",40MG,ALTOPREV,LOVASTATIN
21316,"TABLET, EXTENDED RELEASE; ORAL",60MG,ALTOPREV,LOVASTATIN
21317,TABLET; ORAL,500MG,BAYER EXTRA STRENGTH ASPIRIN FOR MIGRAINE PAIN,ASPIRIN
21318,INJECTABLE; SUBCUTANEOUS,0.75MG/3ML (0.25MG/ML),FORTEO,TERIPARATIDE RECOMBINANT HUMAN
21318,INJECTABLE; SUBCUTANEOUS,0.6MG/2.4ML (0.25MG/ML),FORTEO,TERIPARATIDE RECOMBINANT HUMAN
21319,CAPSULE; ORAL,0.5MG,AVODART,DUTASTERIDE
21320,INJECTABLE; INTRAMUSCULAR,100MG/VIAL,PLENAXIS,ABARELIX
21321,SOLUTION; INTRAPERITONEAL,7.5GM/100ML,EXTRANEAL,ICODEXTRIN
21322,INJECTABLE; SUBCUTANEOUS,75 IU/VIAL,LUVERIS,LUTROPIN ALFA
21323,TABLET; ORAL,EQ 5MG BASE,LEXAPRO,ESCITALOPRAM OXALATE
21323,TABLET; ORAL,EQ 10MG BASE,LEXAPRO,ESCITALOPRAM OXALATE
21323,TABLET; ORAL,EQ 20MG BASE,LEXAPRO,ESCITALOPRAM OXALATE
21324,CAPSULE; ORAL,3MG,ENTOCORT EC,BUDESONIDE
21330,TROCHE/LOZENGE; ORAL,EQ 2MG BASE,COMMIT,NICOTINE POLACRILEX
21330,TROCHE/LOZENGE; ORAL,EQ 4MG BASE,COMMIT,NICOTINE POLACRILEX
21332,INJECTABLE; SUBCUTANEOUS,EQ 3MG BASE/5ML (EQ 600MCG BASE/ML),SYMLIN,PRAMLINTIDE ACETATE
21332,INJECTABLE; SUBCUTANEOUS,EQ 1.5MG BASE/1.5ML (EQ 1MG BASE/ML),SYMLIN,PRAMLINTIDE ACETATE
21332,INJECTABLE; SUBCUTANEOUS,EQ 2.7MG BASE/2.7ML (EQ 1MG BASE/ML),SYMLIN,PRAMLINTIDE ACETATE
21333,"SPRAY, METERED; NASAL",0.01MG/SPRAY,MINIRIN,DESMOPRESSIN ACETATE
21334,Tablet; Oral,400MG,AVELOX,MOXIFLOXACIN HYDROCHLORIDE
21335,CAPSULE; ORAL,EQ 50MG BASE,GLEEVEC,IMATINIB MESYLATE
21335,CAPSULE; ORAL,EQ 100MG BASE,GLEEVEC,IMATINIB MESYLATE
21336,"FILM, EXTENDED RELEASE; TRANSDERMAL",6MG/24HR,EMSAM,SELEGILINE
21336,"FILM, EXTENDED RELEASE; TRANSDERMAL",9MG/24HR,EMSAM,SELEGILINE
21336,"FILM, EXTENDED RELEASE; TRANSDERMAL",12MG/24HR,EMSAM,SELEGILINE
21337,"INJECTABLE; INTRAMUSCULAR, IV (INFUSION)",EQ 1GM BASE/VIAL,INVANZ,ERTAPENEM SODIUM
21338,"SYSTEM; IONTOPHORESIS, TRANSDERMAL",10.8MCG,IONSYS,FENTANYL HYDROCHLORIDE
21341,TABLET; ORAL,10MG,BEXTRA,VALDECOXIB
21341,TABLET; ORAL,20MG,BEXTRA,VALDECOXIB
21342,TABLET; ORAL,"0.025MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVO-T,LEVOTHYROXINE SODIUM
21342,TABLET; ORAL,"0.05MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVO-T,LEVOTHYROXINE SODIUM
21342,TABLET; ORAL,"0.075MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVO-T,LEVOTHYROXINE SODIUM
21342,TABLET; ORAL,"0.088MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVO-T,LEVOTHYROXINE SODIUM
21342,TABLET; ORAL,"0.1MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVO-T,LEVOTHYROXINE SODIUM
21342,TABLET; ORAL,"0.112MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVO-T,LEVOTHYROXINE SODIUM
21342,TABLET; ORAL,"0.125MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVO-T,LEVOTHYROXINE SODIUM
21342,TABLET; ORAL,"0.15MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVO-T,LEVOTHYROXINE SODIUM
21342,TABLET; ORAL,"0.175MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVO-T,LEVOTHYROXINE SODIUM
21342,TABLET; ORAL,"0.2MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVO-T,LEVOTHYROXINE SODIUM
21342,TABLET; ORAL,"0.3MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVO-T,LEVOTHYROXINE SODIUM
21342,TABLET; ORAL,"0.137MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",LEVO-T,LEVOTHYROXINE SODIUM
21343,INJECTABLE; SUBCUTANEOUS,7.5MG/VIAL,ELIGARD,LEUPROLIDE ACETATE
21344,INJECTABLE; INTRAMUSCULAR,50MG/ML,FASLODEX,FULVESTRANT
21345,INJECTABLE; SUBCUTANEOUS,2.5MG/0.5ML,ARIXTRA,FONDAPARINUX SODIUM
21345,INJECTABLE; SUBCUTANEOUS,5MG/0.4ML,ARIXTRA,FONDAPARINUX SODIUM
21345,INJECTABLE; SUBCUTANEOUS,7.5MG/0.6ML,ARIXTRA,FONDAPARINUX SODIUM
21345,INJECTABLE; SUBCUTANEOUS,10MG/0.8ML,ARIXTRA,FONDAPARINUX SODIUM
21346,INJECTABLE; INTRAMUSCULAR,25MG/VIAL,RISPERDAL CONSTA,RISPERIDONE
21346,INJECTABLE; INTRAMUSCULAR,37.5MG/VIAL,RISPERDAL CONSTA,RISPERIDONE
21346,INJECTABLE; INTRAMUSCULAR,50MG/VIAL,RISPERDAL CONSTA,RISPERIDONE
21346,INJECTABLE; INTRAMUSCULAR,12.5MG/VIAL,RISPERDAL CONSTA,RISPERIDONE
21348,CAPSULE; ORAL,100MG,ZAVESCA,MIGLUSTAT
21350,TABLET; ORAL,50MG,TRIGLIDE,FENOFIBRATE
21350,TABLET; ORAL,160MG,TRIGLIDE,FENOFIBRATE
21351,"FILM, EXTENDED RELEASE; TRANSDERMAL",3.9MG/24HR,OXYTROL,OXYBUTYNIN
21355,TABLET; ORAL,0.5MG;1MG,ANGELIQ,DROSPIRENONE; ESTRADIOL
21356,TABLET; ORAL,300MG,VIREAD,TENOFOVIR DISOPROXIL FUMARATE
21357,INJECTABLE; INTRAVENOUS,2.645GM/5ML (529MG/ML),MULTIHANCE,GADOBENATE DIMEGLUMINE
21357,INJECTABLE; INTRAVENOUS,5.29GM/10ML (529MG/ML),MULTIHANCE,GADOBENATE DIMEGLUMINE
21357,INJECTABLE; INTRAVENOUS,7.935GM/15ML (529MG/ML),MULTIHANCE,GADOBENATE DIMEGLUMINE
21357,INJECTABLE; INTRAVENOUS,10.58GM/20ML (529MG/ML),MULTIHANCE,GADOBENATE DIMEGLUMINE
21358,INJECTABLE; INTRAVENOUS,26.45GM/50ML (529MG/ML),MULTIHANCE MULTIPACK,GADOBENATE DIMEGLUMINE
21358,INJECTABLE; INTRAVENOUS,52.9GM/100ML (529MG/ML),MULTIHANCE MULTIPACK,GADOBENATE DIMEGLUMINE
21359,OINTMENT; INTRA-ANAL,0.40%,RECTIV,NITROGLYCERIN
21360,TABLET; ORAL,300MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,SUSTIVA,EFAVIRENZ
21360,TABLET; ORAL,600MG,SUSTIVA,EFAVIRENZ
21361,TABLET; ORAL,200MG,XIFAXAN,RIFAXIMIN
21363,Tablet; Oral,5MG,CLARINEX,DESLORATADINE
21365,SOLUTION; ORAL,EQ 5MG BASE/5ML,LEXAPRO,ESCITALOPRAM OXALATE
21366,TABLET; ORAL,5MG,CRESTOR,ROSUVASTATIN CALCIUM
21366,TABLET; ORAL,10MG,CRESTOR,ROSUVASTATIN CALCIUM
21366,TABLET; ORAL,20MG,CRESTOR,ROSUVASTATIN CALCIUM
21366,TABLET; ORAL,40MG,CRESTOR,ROSUVASTATIN CALCIUM
21367,"INSERT, EXTENDED RELEASE; VAGINAL",EQ 0.05MG BASE/24HR,FEMRING,ESTRADIOL ACETATE
21367,"INSERT, EXTENDED RELEASE; VAGINAL",EQ 0.1MG BASE/24HR,FEMRING,ESTRADIOL ACETATE
21368,TABLET; ORAL,5MG,CIALIS,TADALAFIL
21368,TABLET; ORAL,10MG,CIALIS,TADALAFIL
21368,TABLET; ORAL,20MG,CIALIS,TADALAFIL
21368,TABLET; ORAL,2.5MG,CIALIS,TADALAFIL
21369,"SUSPENSION, EXTENDED RELEASE; ORAL",EQ 4MG MALEATE/5ML;EQ 20MG BASE/5ML,CODEPREX,CHLORPHENIRAMINE POLISTIREX; CODEINE POLISTIREX
21371,EMULSION; TOPICAL,0.25%,ESTRASORB,ESTRADIOL HEMIHYDRATE
21372,INJECTABLE; INTRAVENOUS,EQ 0.25MG BASE/5ML (EQ 0.05MG BASE/ML),ALOXI,PALONOSETRON HYDROCHLORIDE
21372,INJECTABLE; INTRAVENOUS,EQ 0.075MG BASE/1.5ML (EQ 0.05MG BASE/ML),ALOXI,PALONOSETRON HYDROCHLORIDE
21373,SUSPENSION; ORAL,100MG/5ML;15MG/5ML,CHILDREN'S ADVIL COLD,IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE
21374,CAPSULE; ORAL,EQ 200MG FREE ACID AND POTASSIUM SALT;30MG,ADVIL COLD AND SINUS,IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE
21375,"TABLET, ORALLY DISINTEGRATING; ORAL",10MG,ALAVERT,LORATADINE
21378,TABLET; ORAL,400MG;5MG,COMBUNOX,IBUPROFEN; OXYCODONE HYDROCHLORIDE
21379,INJECTABLE; SUBCUTANEOUS,22.5MG/VIAL,ELIGARD,LEUPROLIDE ACETATE
21380,INJECTABLE; INJECTION,2%,XYLOCAINE DENTAL,LIDOCAINE HYDROCHLORIDE
21381,INJECTABLE; INJECTION,0.01MG/ML;2%,XYLOCAINE DENTAL WITH EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
21381,INJECTABLE; INJECTION,0.02MG/ML;2%,XYLOCAINE DENTAL WITH EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
21382,INJECTABLE; INJECTION,4%,CITANEST PLAIN DENTAL,PRILOCAINE HYDROCHLORIDE
21383,INJECTABLE; INJECTION,0.005MG/ML;4%,CITANEST FORTE DENTAL,EPINEPHRINE BITARTRATE; PRILOCAINE HYDROCHLORIDE
21384,INJECTABLE; INJECTION,0.005MG/ML;1.5%,DURANEST,EPINEPHRINE BITARTRATE; ETIDOCAINE HYDROCHLORIDE
21385,CREAM; TOPICAL,2%,ERTACZO,SERTACONAZOLE NITRATE
21386,INJECTABLE; IV (INFUSION),EQ 4MG BASE/VIAL,ZOMETA,ZOLEDRONIC ACID
21387,"TABLET, TABLET, TABLET; ORAL","81MG,N/A;N/A,20MG",PRAVIGARD PAC (COPACKAGED),ASPIRIN; PRAVASTATIN SODIUM
21387,"TABLET, TABLET, TABLET; ORAL","81MG,N/A;N/A,40MG",PRAVIGARD PAC (COPACKAGED),ASPIRIN; PRAVASTATIN SODIUM
21387,"TABLET, TABLET, TABLET; ORAL","81MG,N/A;N/A,80MG",PRAVIGARD PAC (COPACKAGED),ASPIRIN; PRAVASTATIN SODIUM
21387,"TABLET, TABLET, TABLET; ORAL","325MG,N/A;N/A,20MG",PRAVIGARD PAC (COPACKAGED),ASPIRIN; PRAVASTATIN SODIUM
21387,"TABLET, TABLET, TABLET; ORAL","325MG,N/A;N/A,40MG",PRAVIGARD PAC (COPACKAGED),ASPIRIN; PRAVASTATIN SODIUM
21387,"TABLET, TABLET; ORAL","325MG,N/A;N/A,80MG",PRAVIGARD PAC (COPACKAGED),ASPIRIN; PRAVASTATIN SODIUM
21388,POWDER; INTRAPLEURAL,5GM/BOT,TALC,TALC
21392,"TABLET, EXTENDED RELEASE; ORAL",120MG,CARDIZEM LA,DILTIAZEM HYDROCHLORIDE
21392,"TABLET, EXTENDED RELEASE; ORAL",180MG,CARDIZEM LA,DILTIAZEM HYDROCHLORIDE
